Creating dir `./slack_dump_pdfs/` for slack dump PDFs
11  new PDFs loaded, skipped 0
         23862625 function calls (23302544 primitive calls) in 16.103 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 assume.py:80(AppliedPredicate)
        1    0.000    0.000    0.002    0.002 assumptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assumptions.py:220(_load_pre_generated_assumption_rules)
        1    0.000    0.000    0.000    0.000 assumptions.py:464(StdFactKB)
      466    0.001    0.000    0.005    0.000 assumptions.py:469(__init__)
    27846    0.006    0.000    0.006    0.000 assumptions.py:489(as_property)
       38    0.000    0.000    0.000    0.000 assumptions.py:494(make_property)
        1    0.000    0.000    0.000    0.000 assumptions.py:497(getit)
      426    0.027    0.000    0.059    0.000 assumptions.py:614(_prepare_class_assumptions)
        1    0.000    0.000    0.000    0.000 assumptions.py:680(ManagedProperties)
        1    0.000    0.000    0.000    0.000 assumptions_generated.py:1(<module>)
      448    0.001    0.000    0.005    0.000 ast.py:33(parse)
      419    0.002    0.000    0.006    0.000 ast.py:54(literal_eval)
      419    0.000    0.000    0.000    0.000 ast.py:84(_convert)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
       39    0.000    0.000    0.001    0.000 astype.py:139(_astype_float_to_int_nansafe)
      420    0.001    0.000    0.011    0.000 astype.py:158(astype_array)
      387    0.001    0.000    0.029    0.000 astype.py:192(astype_array_safe)
      409    0.003    0.000    0.010    0.000 astype.py:56(_astype_nansafe)
        1    0.000    0.000    0.000    0.000 async_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asyncio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asyncio.py:19(tqdm_asyncio)
        1    0.000    0.000    0.030    0.030 asyncpg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asyncpg.py:224(AsyncpgARRAY)
        1    0.000    0.000    0.000    0.000 asyncpg.py:228(AsyncpgString)
        1    0.000    0.000    0.000    0.000 asyncpg.py:232(AsyncpgREGCONFIG)
        1    0.000    0.000    0.000    0.000 asyncpg.py:236(AsyncpgTime)
        1    0.000    0.000    0.000    0.000 asyncpg.py:240(AsyncpgByteA)
        1    0.000    0.000    0.000    0.000 asyncpg.py:244(AsyncpgDate)
        1    0.000    0.000    0.000    0.000 asyncpg.py:248(AsyncpgDateTime)
        1    0.000    0.000    0.000    0.000 asyncpg.py:252(AsyncpgBoolean)
        1    0.000    0.000    0.000    0.000 asyncpg.py:256(AsyncPgInterval)
        1    0.000    0.000    0.000    0.000 asyncpg.py:264(AsyncPgEnum)
        1    0.000    0.000    0.000    0.000 asyncpg.py:268(AsyncpgInteger)
        1    0.000    0.000    0.000    0.000 asyncpg.py:272(AsyncpgBigInteger)
        1    0.000    0.000    0.000    0.000 asyncpg.py:276(AsyncpgJSON)
        1    0.000    0.000    0.000    0.000 asyncpg.py:283(AsyncpgJSONB)
        1    0.000    0.000    0.000    0.000 asyncpg.py:290(AsyncpgJSONIndexType)
        1    0.000    0.000    0.000    0.000 asyncpg.py:294(AsyncpgJSONIntIndexType)
        1    0.000    0.000    0.000    0.000 asyncpg.py:300(AsyncpgJSONStrIndexType)
        1    0.000    0.000    0.000    0.000 asyncpg.py:306(AsyncpgJSONPathType)
        1    0.000    0.000    0.000    0.000 asyncpg.py:322(AsyncpgNumeric)
        1    0.000    0.000    0.000    0.000 asyncpg.py:353(AsyncpgFloat)
        1    0.000    0.000    0.000    0.000 asyncpg.py:358(AsyncpgREGCLASS)
        1    0.000    0.000    0.000    0.000 asyncpg.py:362(AsyncpgOID)
        1    0.000    0.000    0.000    0.000 asyncpg.py:366(AsyncpgCHAR)
        1    0.000    0.000    0.000    0.000 asyncpg.py:370(_AsyncpgRange)
        1    0.000    0.000    0.000    0.000 asyncpg.py:403(_AsyncpgMultiRange)
        1    0.000    0.000    0.000    0.000 asyncpg.py:453(PGExecutionContext_asyncpg)
        1    0.000    0.000    0.000    0.000 asyncpg.py:479(PGCompiler_asyncpg)
        1    0.000    0.000    0.000    0.000 asyncpg.py:483(PGIdentifierPreparer_asyncpg)
        1    0.000    0.000    0.000    0.000 asyncpg.py:487(AsyncAdapt_asyncpg_cursor)
        1    0.000    0.000    0.000    0.000 asyncpg.py:621(AsyncAdapt_asyncpg_ss_cursor)
        1    0.000    0.000    0.000    0.000 asyncpg.py:704(AsyncAdapt_asyncpg_connection)
        1    0.000    0.000    0.000    0.000 asyncpg.py:899(AsyncAdaptFallback_asyncpg_connection)
        1    0.000    0.000    0.000    0.000 asyncpg.py:905(AsyncAdapt_asyncpg_dbapi)
        1    0.000    0.000    0.000    0.000 asyncpg.py:935(Error)
        1    0.000    0.000    0.000    0.000 asyncpg.py:938(Warning)
        1    0.000    0.000    0.000    0.000 asyncpg.py:941(InterfaceError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:944(DatabaseError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:947(InternalError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:950(OperationalError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:953(ProgrammingError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:956(IntegrityError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:959(DataError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:962(NotSupportedError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:965(InternalServerError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:968(InvalidCachedStatementError)
        1    0.000    0.000    0.000    0.000 asyncpg.py:998(PGDialect_asyncpg)
        1    0.000    0.000    0.002    0.002 attr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attr.py:113(_ClsLevelDispatch)
      104    0.001    0.000    0.014    0.000 attr.py:135(__init__)
        6    0.000    0.000    0.000    0.000 attr.py:148(<lambda>)
      619    0.000    0.000    0.000    0.000 attr.py:156(_adjust_fn_spec)
        8    0.000    0.000    0.000    0.000 attr.py:178(_do_insert_or_append)
        8    0.000    0.000    0.000    0.000 attr.py:207(append)
     1842    0.006    0.000    0.012    0.000 attr.py:210(update_subclass)
       72    0.000    0.000    0.000    0.000 attr.py:222(<listcomp>)
        8    0.000    0.000    0.000    0.000 attr.py:242(for_modify)
        1    0.000    0.000    0.000    0.000 attr.py:252(_InstanceLevelDispatch)
      611    0.000    0.000    0.001    0.000 attr.py:257(_adjust_fn_spec)
        1    0.000    0.000    0.000    0.000 attr.py:307(_EmptyListener)
     1837    0.002    0.000    0.015    0.000 attr.py:325(__init__)
      319    0.001    0.000    0.002    0.000 attr.py:332(for_modify)
     2865    0.002    0.000    0.004    0.000 attr.py:374(__call__)
       10    0.000    0.000    0.000    0.000 attr.py:386(__iter__)
     1990    0.001    0.000    0.001    0.000 attr.py:389(__bool__)
        1    0.000    0.000    0.000    0.000 attr.py:393(_MutexProtocol)
        1    0.000    0.000    0.000    0.000 attr.py:406(_CompoundListener)
       64    0.000    0.000    0.000    0.000 attr.py:418(_memoized_attr__exec_once_mutex)
       64    0.000    0.000    0.018    0.000 attr.py:458(_exec_w_sync_on_first_run)
      227    0.001    0.000    0.067    0.000 attr.py:481(__call__)
        1    0.000    0.000    0.000    0.000 attr.py:502(_ListenerCollection)
      319    0.001    0.000    0.001    0.000 attr.py:527(__init__)
      292    0.000    0.000    0.000    0.000 attr.py:538(for_modify)
       64    0.000    0.000    0.001    0.000 attr.py:549(_update)
       64    0.000    0.000    0.000    0.000 attr.py:557(<listcomp>)
      483    0.000    0.000    0.006    0.000 attr.py:575(append)
        1    0.000    0.000    0.000    0.000 attr.py:591(_JoinedListener)
        1    0.000    0.000    0.000    0.000 attr.py:75(RefCollection)
      326    0.000    0.000    0.000    0.000 attr.py:80(_memoized_attr_ref)
        1    0.000    0.000    0.000    0.000 attr.py:84(_empty_collection)
        1    0.000    0.000    0.012    0.012 attributes.py:1(<module>)
  581/368    0.001    0.000    0.196    0.001 attributes.py:1063(get)
  263/257    0.001    0.000    0.191    0.001 attributes.py:1108(_fire_loader_callables)
       86    0.000    0.000    0.000    0.000 attributes.py:1197(set_committed_value)
        1    0.000    0.000    0.000    0.000 attributes.py:1205(ScalarAttributeImpl)
       54    0.000    0.000    0.000    0.000 attributes.py:1216(__init__)
       15    0.000    0.000    0.000    0.000 attributes.py:1242(get_history)
      214    0.000    0.000    0.001    0.000 attributes.py:1261(set)
        1    0.000    0.000    0.000    0.000 attributes.py:1308(ScalarObjectAttributeImpl)
        1    0.000    0.000    0.000    0.000 attributes.py:134(QueryableAttribute)
       27    0.000    0.000    0.000    0.000 attributes.py:1355(get_history)
       27    0.000    0.000    0.000    0.000 attributes.py:1389(get_all_pending)
        1    0.000    0.000    0.000    0.000 attributes.py:1519(HasCollectionAdapter)
        1    0.000    0.000    0.000    0.000 attributes.py:1602(CollectionAttributeImpl)
        8    0.000    0.000    0.000    0.000 attributes.py:1631(__init__)
       34    0.000    0.000    0.000    0.000 attributes.py:1677(get_history)
       34    0.000    0.000    0.000    0.000 attributes.py:1702(get_all_pending)
      127    0.001    0.000    0.002    0.000 attributes.py:1841(_initialize_collection)
       62    0.000    0.000    0.000    0.000 attributes.py:197(__init__)
      127    0.001    0.000    0.004    0.000 attributes.py:2016(set_committed_value)
       12    0.000    0.000    0.001    0.000 attributes.py:2103(backref_listeners)
        1    0.000    0.000    0.000    0.000 attributes.py:2317(History)
      158    0.000    0.000    0.000    0.000 attributes.py:2346(__bool__)
       62    0.000    0.000    0.007    0.000 attributes.py:2592(register_attribute_impl)
       62    0.000    0.000    0.001    0.000 attributes.py:2643(register_descriptor)
       34    0.000    0.000    0.005    0.000 attributes.py:450(operate)
       62    0.000    0.000    0.005    0.000 attributes.py:465(__getattr__)
       62    0.000    0.000    0.000    0.000 attributes.py:485(__str__)
        1    0.000    0.000    0.000    0.000 attributes.py:506(InstrumentedAttribute)
       62    0.000    0.000    0.000    0.000 attributes.py:528(__doc__)
      214    0.000    0.000    0.001    0.000 attributes.py:536(__set__)
     1087    0.001    0.000    0.197    0.000 attributes.py:552(__get__)
        1    0.000    0.000    0.000    0.000 attributes.py:569(AdHocHasEntityNamespace)
        1    0.000    0.000    0.000    0.000 attributes.py:763(AttributeEventToken)
      194    0.000    0.000    0.000    0.000 attributes.py:794(__init__)
        1    0.000    0.000    0.000    0.000 attributes.py:818(AttributeImpl)
       62    0.000    0.000    0.000    0.000 attributes.py:833(__init__)
       27    0.000    0.000    0.000    0.000 attributes.py:946(hasparent)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 auth.py:69(AuthBase)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 auth.py:99(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auto_init_hook.py:1(<module>)
       14    0.000    0.000    0.000    0.000 auto_init_hook.py:20(wrap_auto_init)
        1    0.000    0.000    0.000    0.000 auto_init_hook.py:29(wrap_auto_init_for_all_apis)
        1    0.000    0.000    0.001    0.001 autoaugment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autoaugment.py:104(AutoAugment)
        1    0.000    0.000    0.000    0.000 autoaugment.py:287(RandAugment)
        1    0.000    0.000    0.000    0.000 autoaugment.py:380(TrivialAugmentWide)
        1    0.000    0.000    0.000    0.000 autoaugment.py:466(AugMix)
        1    0.000    0.000    0.000    0.000 autoaugment.py:93(AutoAugmentPolicy)
        3    0.000    0.000    0.000    0.000 autocast_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:13(autocast)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:18(autocast)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:6(autocast)
        1    0.000    0.000    0.004    0.004 autograd_function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autograd_function.py:251(VmapInfo)
        1    0.000    0.000    0.000    0.000 autograd_function.py:29(CustomFunctionPyOperator)
        1    0.000    0.000    0.000    0.000 autograd_function.py:30(__init__)
        1    0.000    0.000    0.000    0.000 autograd_function.py:511(WrappedCtx)
        1    0.000    0.000    0.000    0.000 autograd_function.py:536(CtxWithSavedTensors)
        1    0.000    0.000    0.000    0.000 autograd_function.py:547(CtxCustomSave)
        1    0.000    0.000    0.000    0.000 autonotebook.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backbone_utils.py:1(<module>)
        1    0.000    0.000    0.050    0.050 backbone_utils.py:116(_resnet_fpn_extractor)
        1    0.000    0.000    0.000    0.000 backbone_utils.py:13(BackboneWithFPN)
       55    0.000    0.000    0.000    0.000 backbone_utils.py:131(<listcomp>)
        1    0.000    0.000    0.000    0.000 backbone_utils.py:141(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backbone_utils.py:144(<listcomp>)
        1    0.000    0.000    0.000    0.000 backbone_utils.py:151(_validate_trainable_layers)
        1    0.000    0.000    0.049    0.049 backbone_utils.py:33(__init__)
        1    0.000    0.000    0.000    0.000 backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_registration.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backend_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_registry.py:43(backend_registered)
        1    0.000    0.000    0.000    0.000 backend_registry.py:56(register_backend)
        1    0.000    0.000    0.000    0.000 backend_registry.py:74(<dictcomp>)
       16    0.001    0.000    0.202    0.013 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:100(PandasObject)
        1    0.000    0.000    0.001    0.001 base.py:1013(Executable)
       81    0.000    0.000    0.000    0.000 base.py:1026(in_transaction)
       44    0.000    0.000    0.005    0.000 base.py:1037(astype)
        1    0.000    0.000    0.000    0.000 base.py:104(_NoArg)
        1    0.000    0.000    0.000    0.000 base.py:1058(PoolProxiedConnection)
        1    0.000    0.000    0.000    0.000 base.py:107(ExtensionArray)
        6    0.000    0.000    0.000    0.000 base.py:107(__repr__)
      147    0.000    0.000    0.000    0.000 base.py:1079(_begin_impl)
        1    0.000    0.000    0.000    0.000 base.py:1083(DATE)
      448    0.000    0.000    0.000    0.000 base.py:1084(_effective_plugin_target)
        1    0.000    0.000    0.000    0.000 base.py:110(_ConnDialect)
        1    0.000    0.000    0.000    0.000 base.py:1101(_rollback_impl)
        1    0.000    0.000    0.000    0.000 base.py:111(PassiveFlag)
      111    0.000    0.000    0.461    0.004 base.py:1119(_commit_impl)
        1    0.000    0.000    0.000    0.000 base.py:1130(_AdhocProxiedConnection)
       33    0.000    0.000    0.001    0.000 base.py:1138(take)
        1    0.000    0.000    0.000    0.000 base.py:114(_NoneName)
       64    0.000    0.000    0.000    0.000 base.py:1146(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1157(TIME)
       33    0.000    0.000    0.000    0.000 base.py:1168(_maybe_disallow_fill)
       64    0.000    0.000    0.000    0.000 base.py:1185(__getattr__)
        1    0.000    0.000    0.000    0.000 base.py:1186(REAL)
        1    0.000    0.000    0.000    0.000 base.py:1189(_ConnectionFairy)
        1    0.000    0.000    0.000    0.000 base.py:1197(DOUBLE_PRECISION)
      114    0.000    0.000    0.006    0.000 base.py:1206(close)
        1    0.000    0.000    0.000    0.000 base.py:1212(TINYINT)
        1    0.000    0.000    0.000    0.000 base.py:1222(_MSDate)
      182    0.000    0.000    0.000    0.000 base.py:1229(__init__)
       11    0.000    0.000    0.000    0.000 base.py:1242(copy)
        1    0.000    0.000    0.000    0.000 base.py:1248(OracleDDLCompiler)
        1    0.000    0.000    0.000    0.000 base.py:1251(TIME)
      149    0.001    0.000    0.029    0.000 base.py:1259(_checkout)
        1    0.000    0.000    0.000    0.000 base.py:128(_DefaultDescriptionTuple)
        1    0.000    0.000    0.000    0.000 base.py:1282(SQLiteCompiler)
        1    0.000    0.000    0.000    0.000 base.py:1296(_BASETIMEIMPL)
        1    0.000    0.000    0.000    0.000 base.py:13(OutputKey)
        1    0.000    0.000    0.000    0.000 base.py:1300(_DateTimeBase)
  213/149    0.002    0.000    0.033    0.000 base.py:131(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1311(_MSDateTime)
        1    0.000    0.000    0.000    0.000 base.py:1315(SMALLDATETIME)
        1    0.000    0.000    0.000    0.000 base.py:1319(DATETIME2)
        1    0.000    0.000    0.000    0.000 base.py:1319(SchemaEventTarget)
        1    0.000    0.000    0.000    0.000 base.py:1327(DATETIMEOFFSET)
       63    0.000    0.000    0.000    0.000 base.py:1329(_set_parent)
  875/860    0.003    0.000    0.029    0.000 base.py:1332(_set_parent_with_dispatch)
        1    0.000    0.000    0.000    0.000 base.py:1335(_UnicodeLiteral)
        1    0.000    0.000    0.000    0.000 base.py:1340(SchemaVisitor)
        1    0.000    0.000    0.000    0.000 base.py:1346(_SentinelDefaultCharacterization)
        1    0.000    0.000    0.000    0.000 base.py:1348(_MSUnicode)
        1    0.000    0.000    0.000    0.000 base.py:1352(_MSUnicodeText)
        1    0.000    0.000    0.000    0.000 base.py:1353(OracleIdentifierPreparer)
        1    0.000    0.000    0.000    0.000 base.py:1354(<setcomp>)
        1    0.000    0.000    0.000    0.000 base.py:1355(<setcomp>)
        1    0.000    0.000    0.000    0.000 base.py:1356(TIMESTAMP)
        1    0.000    0.000    0.000    0.000 base.py:1356(_SentinelColumnCharacterization)
      238    0.001    0.000    0.354    0.001 base.py:1368(execute)
     1973    0.003    0.000    0.022    0.000 base.py:137(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1371(_ColumnMetrics)
        1    0.000    0.000    0.000    0.000 base.py:1373(OracleExecutionContext)
      749    0.000    0.000    0.000    0.000 base.py:1376(__init__)
      114    0.000    0.000    0.005    0.000 base.py:1388(_checkin)
        1    0.000    0.000    0.004    0.004 base.py:1390(OracleDialect)
      147    0.001    0.000    0.002    0.000 base.py:1402(_reset)
        1    0.000    0.000    0.000    0.000 base.py:1404(ROWVERSION)
        1    0.000    0.000    0.000    0.000 base.py:1415(ColumnCollection)
        1    0.000    0.000    0.000    0.000 base.py:1428(NTEXT)
        1    0.000    0.000    0.000    0.000 base.py:1436(VARBINARY)
       22    0.000    0.000    0.001    0.000 base.py:1438(_format_native_types)
        1    0.000    0.000    0.000    0.000 base.py:1449(is_valid)
        1    0.000    0.000    0.000    0.000 base.py:145(_AsyncConnDialect)
        1    0.000    0.000    0.000    0.000 base.py:147(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 base.py:1476(IMAGE)
        1    0.000    0.000    0.000    0.000 base.py:1480(XML)
      985    0.001    0.000    0.002    0.000 base.py:1487(cursor)
       12    0.000    0.000    0.130    0.011 base.py:1489(_execute_ddl)
        1    0.000    0.000    0.000    0.000 base.py:149(_CreatorFnType)
      258    0.000    0.000    0.000    0.000 base.py:1491(__getattr__)
        1    0.000    0.000    0.000    0.000 base.py:1493(BIT)
        1    0.000    0.000    0.000    0.000 base.py:1504(MONEY)
        1    0.000    0.000    0.000    0.000 base.py:1508(SMALLMONEY)
      113    0.000    0.000    0.005    0.000 base.py:1511(close)
        1    0.000    0.000    0.000    0.000 base.py:1512(MSUUid)
        1    0.000    0.000    0.000    0.000 base.py:1516(_close_special)
       92    0.002    0.000    0.018    0.000 base.py:152(<dictcomp>)
        1    0.000    0.000    0.000    0.000 base.py:1531(SQLiteDDLCompiler)
      140    0.000    0.000    0.000    0.000 base.py:1531(__init__)
       54    0.000    0.000    0.002    0.000 base.py:1532(get_column_specification)
        1    0.000    0.000    0.000    0.000 base.py:154(_CreatorWRecFnType)
        1    0.000    0.000    0.000    0.000 base.py:157(_EntityNamespace)
       54    0.000    0.000    0.000    0.000 base.py:1582(__bool__)
       10    0.000    0.000    0.001    0.000 base.py:1583(visit_primary_key_constraint)
      120    0.000    0.000    0.000    0.000 base.py:1585(__len__)
      226    0.002    0.000    0.223    0.001 base.py:1585(_execute_clauseelement)
      382    0.001    0.000    0.001    0.000 base.py:1588(__iter__)
        1    0.000    0.000    0.000    0.000 base.py:159(Pool)
     3712    0.003    0.000    0.003    0.000 base.py:159(__getattr__)
      382    0.000    0.000    0.000    0.000 base.py:1590(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:1599(UNIQUEIDENTIFIER)
       16    0.000    0.000    0.000    0.000 base.py:1608(__getitem__)
       10    0.000    0.000    0.000    0.000 base.py:1612(visit_unique_constraint)
        1    0.000    0.000    0.000    0.000 base.py:162(_HasEntityNamespace)
        1    0.000    0.000    0.000    0.000 base.py:1629(SQL_VARIANT)
     1348    0.001    0.000    0.001    0.000 base.py:1636(__contains__)
       11    0.000    0.000    0.000    0.000 base.py:1653(visit_foreign_key_constraint)
      293    0.000    0.000    0.000    0.000 base.py:1656(name)
       11    0.000    0.000    0.000    0.000 base.py:1659(get)
       11    0.000    0.000    0.000    0.000 base.py:1662(define_constraint_remote_table)
        1    0.000    0.000    0.000    0.000 base.py:1663(PGCompiler)
       11    0.000    0.000    0.000    0.000 base.py:1671(name)
       22    0.000    0.000    0.000    0.000 base.py:1682(_validate_names)
        1    0.000    0.000    0.000    0.000 base.py:1692(MSTypeCompiler)
     2757    0.001    0.000    0.003    0.000 base.py:170(_event_descriptors)
       12    0.000    0.000    0.000    0.000 base.py:1702(post_create_table)
        1    0.000    0.000    0.000    0.000 base.py:1708(SQLiteTypeCompiler)
      747    0.002    0.000    0.084    0.000 base.py:1708(exec_driver_sql)
       50    0.000    0.000    0.000    0.000 base.py:1716(add)
      191    0.002    0.000    0.013    0.000 base.py:172(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1746(SQLiteIdentifierPreparer)
       64    0.000    0.000    0.000    0.000 base.py:1750(_get_names)
        1    0.000    0.000    0.000    0.000 base.py:1753(_set_names)
        1    0.000    0.000    0.000    0.000 base.py:176(Immutable)
      492    0.001    0.000    0.011    0.000 base.py:177(_listen)
      186    0.000    0.000    0.002    0.000 base.py:1775(contains_column)
      985    0.005    0.000    0.276    0.000 base.py:1786(_execute_context)
       74    0.000    0.000    0.000    0.000 base.py:1787(as_readonly)
        6    0.000    0.000    0.000    0.000 base.py:1793(_init_proxy_index)
        1    0.000    0.000    0.000    0.000 base.py:1794(set_names)
        8    0.000    0.000    0.000    0.000 base.py:1798(_handle_synonyms_decorator)
     1960    0.002    0.000    0.024    0.000 base.py:180(_for_class)
        1    0.000    0.000    0.000    0.000 base.py:181(SelectionMixin)
      132    0.000    0.000    0.000    0.000 base.py:1819(corresponding_column)
     1956    0.002    0.000    0.025    0.000 base.py:183(_for_instance)
      985    0.006    0.000    0.256    0.000 base.py:1848(_exec_single_context)
        1    0.000    0.000    0.000    0.000 base.py:1857(MSExecutionContext)
       16    0.000    0.000    0.000    0.000 base.py:1865(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:1868(SQLiteExecutionContext)
      747    0.000    0.000    0.000    0.000 base.py:1869(_preserve_raw_colnames)
      562    0.001    0.000    0.001    0.000 base.py:187(_join)
     4482    0.001    0.000    0.003    0.000 base.py:1876(_translate_colname)
        1    0.000    0.000    0.002    0.002 base.py:1890(SQLiteDialect)
        1    0.000    0.000    0.000    0.000 base.py:1899(rename)
        1    0.000    0.000    0.000    0.000 base.py:1929(DedupeColumnCollection)
       27    0.000    0.000    0.000    0.000 base.py:1942(add)
      127    0.001    0.000    0.004    0.000 base.py:1957(__init__)
      699    0.002    0.000    0.003    0.000 base.py:1973(_append_new_column)
      125    0.000    0.000    0.000    0.000 base.py:199(_clone)
      151    0.000    0.000    0.000    0.000 base.py:202(_copy_internals)
        1    0.000    0.000    0.000    0.000 base.py:2021(MSSQLCompiler)
      672    0.001    0.000    0.004    0.000 base.py:2035(replace)
        3    0.000    0.000    0.000    0.000 base.py:2038(_with_legacy_schema_aliasing)
       64    0.000    0.000    0.001    0.000 base.py:2054(get_isolation_level)
       74    0.001    0.000    0.004    0.000 base.py:206(_update)
        1    0.000    0.000    0.000    0.000 base.py:208(SingletonConstant)
        1    0.000    0.000    0.000    0.000 base.py:2096(PGDDLCompiler)
        1    0.000    0.000    0.000    0.000 base.py:21(BaseStringArrayMethods)
      735    0.001    0.000    0.001    0.000 base.py:210(schema_for_object)
        1    0.000    0.000    0.000    0.000 base.py:2105(ReadOnlyColumnCollection)
        1    0.000    0.000    0.000    0.000 base.py:211(EventConstants)
       74    0.000    0.000    0.000    0.000 base.py:2110(__init__)
        1    0.000    0.000    0.000    0.000 base.py:2134(ColumnSet)
      735    0.002    0.000    0.102    0.000 base.py:2140(has_table)
       54    0.000    0.000    0.000    0.000 base.py:2150(__hash__)
       54    0.000    0.000    0.000    0.000 base.py:2151(<genexpr>)
       64    0.000    0.000    0.000    0.000 base.py:2154(_get_default_schema_name)
      973    0.001    0.000    0.001    0.000 base.py:2193(_safe_close_cursor)
       12    0.000    0.000    0.000    0.000 base.py:2194(_can_hold_na)
       11    0.000    0.000    0.000    0.000 base.py:2208(is_monotonic_increasing)
        3    0.000    0.000    0.000    0.000 base.py:222(_create_singleton)
        1    0.000    0.000    0.000    0.000 base.py:2268(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 base.py:227(RelationshipDirection)
        1    0.000    0.000    0.000    0.000 base.py:2276(ExtensionOpsMixin)
       33    0.000    0.000    0.001    0.000 base.py:2292(is_unique)
        1    0.000    0.000    0.000    0.000 base.py:230(_HasEventsDispatch)
       65    0.000    0.000    0.000    0.000 base.py:230(__enter__)
       65    0.000    0.000    0.003    0.000 base.py:233(__exit__)
        1    0.000    0.000    0.000    0.000 base.py:2339(ExtensionScalarOpsMixin)
     8998    0.007    0.000    0.008    0.000 base.py:236(construct_from_string)
      108    0.000    0.000    0.000    0.000 base.py:238(_from_objects)
       64    0.000    0.000    0.294    0.005 base.py:2431(_run_ddl_visitor)
      108    0.000    0.000    0.000    0.000 base.py:244(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:2446(ExceptionContextImpl)
       13    0.000    0.000    0.015    0.001 base.py:246(__init_subclass__)
        1    0.000    0.000    0.000    0.000 base.py:2467(PGTypeCompiler)
      112    0.000    0.000    0.001    0.000 base.py:248(_select_iterables)
        1    0.000    0.000    0.000    0.000 base.py:2493(Transaction)
        1    0.000    0.000    0.000    0.000 base.py:251(_maybe_return_indexers)
        1    0.000    0.000    0.000    0.000 base.py:2525(MSSQLStrictCompiler)
      112    0.000    0.000    0.000    0.000 base.py:256(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:2560(close)
        1    0.000    0.000    0.000    0.000 base.py:2570(MSDDLCompiler)
      111    0.000    0.000    0.462    0.004 base.py:2598(commit)
       65    0.000    0.000    0.000    0.000 base.py:2619(_get_subject)
      824    0.000    0.000    0.000    0.000 base.py:2622(_transaction_is_active)
        1    0.000    0.000    0.000    0.000 base.py:263(_GenerativeType)
        1    0.000    0.000    0.000    0.000 base.py:2636(RootTransaction)
        1    0.000    0.000    0.000    0.000 base.py:265(InspectionAttrExtensionType)
        1    0.000    0.000    0.000    0.000 base.py:2653(PGIdentifierPreparer)
      147    0.000    0.000    0.001    0.000 base.py:2662(__init__)
      112    0.000    0.000    0.000    0.000 base.py:2672(_deactivate_from_connection)
       94    0.000    0.000    0.015    0.000 base.py:268(_generative)
        1    0.000    0.000    0.000    0.000 base.py:2681(ReflectedNamedType)
      147    0.000    0.000    0.001    0.000 base.py:2684(_connection_begin_impl)
        1    0.000    0.000    0.000    0.000 base.py:2687(_connection_rollback_impl)
      111    0.000    0.000    0.461    0.004 base.py:2690(_connection_commit_impl)
        1    0.000    0.000    0.000    0.000 base.py:2692(ReflectedDomainConstraint)
        1    0.000    0.000    0.000    0.000 base.py:2693(_close_impl)
